Date,Price,Property Type,Location,Bedrooms,Bathrooms,Parking,Garden,Lease Length,Contact,Quarter
September 2024,"€ 4,100",House,North Co Dublin,3 Bedrooms,2 Bathrooms,Yes,???,6 months,Estate Agent,Q3
September 2024,€ 820,Apartment,Dublin City South - Dublin 20,1,1 Bathroom,No,No,12 months,Estate Agent,Q3
September 2024,"€1,070.00",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
September 2024,"€ 1,780",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,N,No,6 months,Estate Agent,Q3
September 2024,"€ 4,350",House,Dublin City South - Dublin 2,3 Bedrooms,2 Bathrooms,Yes,Yes,12 months,Estate Agent,Q3
September 2024,"€ 1,600",Apartment,Dublin City South - Dublin 20,1,1 Bathroom,No,No,12 months,Estate Agent,Q3
September 2024,"€ 2,450",Apartment,Dublin City North - Dublin 7,2 Bedrooms,2 Bathrooms,???,No,12 months,Owner,Q3
September 2024,"€ 3,220",House,Dublin City South - Dublin 20,4 Bedrooms,4 Bathrooms,Yes,Yes,6 months,Estate Agent,Q3
September 2024,€ 960,Apartment,Dublin City South - Dublin 8,1 Bedroom,1 Bathroom,No,No,???,Estate Agent,Q3
September 2024,"€ 1,730",Apartment,Dublin City South - Dublin 24,1 Bedroom,1 Bathroom,Yes,No,12 months,Owner,Q3
September 2024,"€ 2,340",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1,Yes,No,12 months,Owner,Q3
September 2024,"€1,470.00",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,N,No,6 months,Estate Agent,Q3
September 2024,"€ 1,010",Apartment,Dublin City South - Dublin 10,1 Bedroom,1 Bathroom,No,No,12 months,Owner,Q3
September 2024,"€ 5,000",House,South Co Dublin,3 Bedrooms,2 Bathrooms,N,Yes,12 months,Estate Agent,Q3
September 2024,"€3,250.00",House,Dublin City North - Dublin 1,3 Bedrooms,1 Bathroom,No,Yes,12 months,Estate Agent,Q3
September 2024,"€ 4,190",House,Dublin City South - Dublin 6,3,2,No,Yes,12 months,Estate Agent,Q3
September 2024,"€ 1,560",Apartment,Dublin City North - Dublin 7,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q3
September 2024,"€ 3,610",Apartment,Dublin City North - Dublin 1,3 Bedrooms,2 Bathrooms,No,No,6 months,Estate Agent,Q3
September 2024,"€ 2,540",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1,No,No,6 months,Estate Agent,Q3
September 2024,"€ 3,510",House,Dublin City South - Dublin 2,4 Bedrooms,2 Bathrooms,Yes,Yes,12 months,Owner,Q3
September 2024,"€ 3,570",Apartment,Dublin City South - Dublin 18,3,1 Bathroom,Yes,N,12 months,Estate Agent,Q3
September 2024,"€ 2,090 per month",Apartment,Dublin City South - Dublin 20,2 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q3
September 2024,"€ 2,980",Apartment,Dublin City South - Dublin 2,1 Bedroom,1,No,No,3 months,Estate Agent,Q3
September 2024,"€ 1,820",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,Yes,No,12 months,Estate Agent,Q3
September 2024,"€ 3,670 per month",House,Dublin City North - Dublin 13,4 Bedrooms,4 Bathrooms,Yes,Yes,12 months,Estate Agent,Q3
September 2024,"€ 3,480 per month",House,Dublin City South - Dublin 20,3 Bedrooms,2 Bathrooms,No,Yes,6 months,Owner,Q3
September 2024,"€ 4,270",House,Dublin City South - Dublin 2,4,3 Bathrooms,Yes,Yes,12 months,Estate Agent,Q3
September 2024,"€ 4,220",House,Dublin City South - Dublin 8,3 Bedrooms,2 Bathrooms,No,Yes,12 months,Estate Agent,Q3
September 2024,"€ 4,660 per month",Apartment,Dublin City South - Dublin 2,3 Bedrooms,1 Bathroom,No,No,3 months,Owner,Q3
September 2024,"€ 4,260",House,Dublin City North - Dublin 13,2 Bedrooms,2 Bathrooms,Yes,???,3 months,Estate Agent,Q3
September 2024,"€ 1,030",Apartment,Dublin City South - Dublin 24,1 Bedroom,1 Bathroom,N,No,???,Estate Agent,Q3
September 2024,"€ 5,330",Apartment,Dublin City North - Dublin 1,3,2 Bathrooms,Yes,No,12 months,Estate Agent,Q3
September 2024,"€ 1,320",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,N,No,12 months,Estate Agent,Q3
September 2024,"€ 1,610",Apartment,Dublin City South - Dublin 14,2 Bedrooms,2 Bathrooms,???,No,3 months,Estate Agent,Q3
September 2024,"€ 5,450",House,Dublin City North - Dublin 1,4 Bedrooms,1 Bathroom,Yes,Yes,12 months,Estate Agent,Q3
September 2024,"€ 3,830 per month",House,Dublin City North - Dublin 13,3,2 Bathrooms,Yes,Yes,6 months,Owner,Q3
September 2024,"€ 2,550",House,Dublin City North - Dublin 13,3,1 Bathroom,Yes,Y,12 months,Owner,Q3
September 2024,"€ 3,890",House,Dublin City North - Dublin 9,3 Bedrooms,2 Bathrooms,Yes,Yes,12 months,Owner,Q3
September 2024,"€ 1,310 per month",Apartment,South Co Dublin,1 Bedroom,1,No,No,12 months,Owner,Q3
September 2024,"€ 2,560 per month",Apartment,Dublin City South - Dublin 20,3,2 Bathrooms,Yes,N,12 months,Estate Agent,Q3
September 2024,"€2,900.00",House,Dublin City North - Dublin 15,5,2 Bathrooms,Yes,Yes,6 months,Estate Agent,Q3
September 2024,"€ 3,700",Apartment,North Co Dublin,3,2 Bathrooms,No,No,12 months,Estate Agent,Q3
September 2024,"€ 1,860",Apartment,Dublin City South - Dublin 4,1,2 Bathrooms,No,No,12 months,Owner,Q3
September 2024,"€ 5,810",House,Dublin City South - Dublin 2,3 Bedrooms,1 Bathroom,Yes,Yes,12.0,Owner,Q3
September 2024,"€ 1,660 per month",Apartment,Dublin City South - Dublin 2,1 Bedroom,2,N,No,12 months,Estate Agent,Q3
September 2024,"€ 1,150",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,???,No,12.0,Estate Agent,Q3
September 2024,"€ 3,640 per month",Apartment,Dublin City South - Dublin 2,2 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q3
September 2024,"€ 2,080",House,Dublin City South - Dublin 20,2 Bedrooms,2 Bathrooms,No,No,6 months,Estate Agent,Q3
September 2024,"€3,400.00",Apartment,Dublin City South - Dublin 6,2,2,No,No,3 months,Owner,Q3
September 2024,"€ 6,200",House,Dublin City North - Dublin 5,3,1 Bathroom,No,Yes,3.0,Estate Agent,Q3
September 2024,"€ 2,440",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,Yes,No,3 months,Estate Agent,Q3
September 2024,"€ 1,590 per month",Apartment,Dublin City South - Dublin 20,2,2,No,???,12 months,Estate Agent,Q3
September 2024,"€ 3,000 per month",House,Dublin City South - Dublin 16,2,2 Bathrooms,Yes,No,12 months,Estate Agent,Q3
September 2024,"€ 1,070",Apartment,Dublin City South - Dublin 22,2,1 Bathroom,No,No,6 months,Owner,Q3
September 2024,"€ 4,810",House,Dublin City South - Dublin 8,3,2,No,Yes,12 months,Estate Agent,Q3
September 2024,€ 990 per month,Apartment,Dublin City North - Dublin 1,1,1 Bathroom,No,No,12 months,Estate Agent,Q3
September 2024,"€ 1,590",Apartment,Dublin City North - Dublin 17,3 Bedrooms,1,No,No,12 months,Estate Agent,Q3
September 2024,"€ 2,550 per month",Apartment,Dublin City North - Dublin 1,3,1 Bathroom,N,No,12 months,Estate Agent,Q3
September 2024,"€ 1,440",Apartment,Dublin City South - Dublin 6W,1 Bedroom,1 Bathroom,Yes,No,12.0,Estate Agent,Q3
September 2024,€ 950,Apartment,Dublin City South - Dublin 10,1 Bedroom,1 Bathroom,Yes,No,6 months,Estate Agent,Q3
September 2024,"€ 1,340",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,No,No,12 months,Estate Agent,Q3
September 2024,"€1,810.00 per month",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,No,3 months,Estate Agent,Q3
September 2024,"€ 2,150",Apartment,South Co Dublin,3 Bedrooms,1 Bathroom,Yes,N,12 months,Owner,Q3
September 2024,"€ 3,880",House,Dublin City South - Dublin 10,4 Bedrooms,1,Yes,Yes,6 months,Owner,Q3
September 2024,"€ 2,100",Apartment,Dublin City South - Dublin 22,3 Bedrooms,2 Bathrooms,Yes,???,12 months,Estate Agent,Q3
September 2024,"€ 4,430",House,Dublin City South - Dublin 22,4 Bedrooms,2 Bathrooms,Yes,Y,12 months,Owner,Q3
September 2024,"€ 5,100 per month",House,Dublin City South - Dublin 6W,4,2,No,Yes,12 months,Owner,Q3
September 2024,"€ 1,090",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,N,N,12 months,Estate Agent,Q3
September 2024,"€ 1,490",Apartment,Dublin City South - Dublin 20,1,1 Bathroom,No,No,12 months,Estate Agent,Q3
September 2024,"€ 2,510",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,12.0,Estate Agent,Q3
September 2024,"€ 1,030 per month",Apartment,Dublin City North - Dublin 15,2,2,No,No,12 months,Owner,Q3
September 2024,"€ 2,700",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1,No,No,12.0,Estate Agent,Q3
September 2024,"€ 1,600",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,Yes,No,12 months,Owner,Q3
September 2024,"€ 1,020",Apartment,Dublin City North - Dublin 7,1 Bedroom,2 Bathrooms,No,No,3 months,Estate Agent,Q3
September 2024,"€ 1,660",Apartment,Dublin City South - Dublin 20,2 Bedrooms,1 Bathroom,No,No,12 months,Owner,Q3
September 2024,"€ 2,630",Apartment,South Co Dublin,2 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q3
September 2024,"€ 3,020",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1,No,No,12 months,Owner,Q3
September 2024,"€ 1,780",Apartment,North Co Dublin,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q3
September 2024,"€ 4,930",Apartment,Dublin City North - Dublin 1,3 Bedrooms,1,No,No,12 months,Owner,Q3
October 2024,"€ 1,740",Apartment,Dublin City North - Dublin 13,2 Bedrooms,2 Bathrooms,No,No,3 months,Estate Agent,Q4
October 2024,"€ 1,770",Apartment,Dublin City South - Dublin 12,2 Bedrooms,1 Bathroom,No,N,12 months,Estate Agent,Q4
October 2024,"€ 3,450",House,Dublin City North - Dublin 15,4 Bedrooms,1 Bathroom,No,???,12.0,Owner,Q4
October 2024,"€ 1,600",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,N,N,12 months,Estate Agent,Q4
October 2024,"€ 2,490",Apartment,Dublin City South - Dublin 6W,2,1 Bathroom,Yes,No,6 months,Estate Agent,Q4
October 2024,"€ 1,090",Apartment,Dublin City North - Dublin 7,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€ 2,360",Apartment,North Co Dublin,2,1,???,No,12 months,Estate Agent,Q4
October 2024,"€ 1,560",Apartment,Dublin City North - Dublin 1,1,2,No,No,12 months,Estate Agent,Q4
October 2024,"€ 5,520",House,Dublin City North - Dublin 9,4,3 Bathrooms,No,Yes,12 months,Owner,Q4
October 2024,"€ 2,440",Apartment,South Co Dublin,2 Bedrooms,1 Bathroom,No,No,6 months,Estate Agent,Q4
October 2024,"€ 2,440",Apartment,Dublin City South - Dublin 16,2 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q4
October 2024,"€ 2,350",House,Dublin City North - Dublin 11,3 Bedrooms,2,N,No,12 months,Owner,Q4
October 2024,"€5,640.00",House,Dublin City North - Dublin 1,3 Bedrooms,2 Bathrooms,Yes,Yes,6 months,Estate Agent,Q4
October 2024,"€ 3,090",Apartment,Dublin City North - Dublin 7,2,1 Bathroom,No,No,3 months,Estate Agent,Q4
October 2024,"€6,300.00 per month",House,Dublin City South - Dublin 6,4 Bedrooms,3 Bathrooms,No,Yes,12 months,Estate Agent,Q4
October 2024,"€ 1,030",Apartment,Dublin City South - Dublin 18,1,1 Bathroom,No,No,6 months,Estate Agent,Q4
October 2024,"€ 2,130",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1,N,No,12 months,Owner,Q4
October 2024,"€ 2,100",Apartment,Dublin City South - Dublin 24,2,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€ 4,910",Apartment,Dublin City South - Dublin 6,3,1,Yes,No,3 months,Estate Agent,Q4
October 2024,"€1,020.00",Apartment,North Co Dublin,2 Bedrooms,2,No,No,12 months,Estate Agent,Q4
October 2024,€ 860,Apartment,Dublin City South - Dublin 24,1 Bedroom,2 Bathrooms,Yes,No,12 months,Estate Agent,Q4
October 2024,"€ 1,460",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€ 1,440",Apartment,Dublin City North - Dublin 11,1 Bedroom,2 Bathrooms,No,No,12 months,Owner,Q4
October 2024,"€ 3,880",House,Dublin City North - Dublin 5,3 Bedrooms,2,Y,Yes,6 months,Estate Agent,Q4
October 2024,"€ 2,980",House,Dublin City North - Dublin 1,3 Bedrooms,1 Bathroom,Yes,Y,6 months,Owner,Q4
October 2024,"€ 1,950",Apartment,Dublin City South - Dublin 20,1 Bedroom,2,N,No,12 months,Estate Agent,Q4
October 2024,"€1,470.00",Apartment,Dublin City South - Dublin 10,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€ 3,140",House,Dublin City South - Dublin 22,3,2 Bathrooms,Yes,Yes,6 months,Estate Agent,Q4
October 2024,"€ 4,680",House,Dublin City North - Dublin 13,4,2 Bathrooms,No,Yes,12 months,Owner,Q4
October 2024,"€ 1,060",Apartment,Dublin City South - Dublin 18,1,1,No,No,12 months,Estate Agent,Q4
October 2024,"€ 1,640",Apartment,Dublin City North - Dublin 3,1 Bedroom,1 Bathroom,Yes,???,12 months,Estate Agent,Q4
October 2024,"€ 1,580",Apartment,Dublin City South - Dublin 6W,2 Bedrooms,2 Bathrooms,Yes,No,12 months,Estate Agent,Q4
October 2024,"€ 3,400",Apartment,Dublin City North - Dublin 1,3,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€ 1,360",Apartment,Dublin City South - Dublin 20,1,1 Bathroom,???,No,12 months,Estate Agent,Q4
October 2024,"€ 3,350",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€1,370.00",Apartment,Dublin City South - Dublin 4,1 Bedroom,1,No,???,6 months,Estate Agent,Q4
October 2024,"€1,890.00",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€ 2,650",House,Dublin City North - Dublin 1,4 Bedrooms,1 Bathroom,Yes,Yes,12 months,Estate Agent,Q4
October 2024,"€ 2,920",House,Dublin City North - Dublin 17,4,4 Bathrooms,???,Yes,12 months,Estate Agent,Q4
October 2024,"€1,190.00",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,3 months,Estate Agent,Q4
October 2024,"€ 1,250",Apartment,Dublin City North - Dublin 1,1,1 Bathroom,N,No,12 months,Estate Agent,Q4
October 2024,"€ 1,480",Apartment,Dublin City South - Dublin 20,2 Bedrooms,2 Bathrooms,No,No,6 months,Estate Agent,Q4
October 2024,"€ 2,010",Apartment,Dublin City South - Dublin 14,1,1 Bathroom,???,No,12 months,Estate Agent,Q4
October 2024,"€1,710.00",Apartment,Dublin City North - Dublin 1,1,2,???,No,12 months,Estate Agent,Q4
October 2024,"€ 4,330",House,Dublin City North - Dublin 5,4 Bedrooms,1 Bathroom,Yes,Yes,12 months,Owner,Q4
October 2024,"€ 1,650",Apartment,Dublin City North - Dublin 11,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€5,040.00 per month",House,Dublin City North - Dublin 11,4 Bedrooms,3,Yes,Yes,12 months,Owner,Q4
October 2024,"€ 5,180",House,Dublin City South - Dublin 16,3 Bedrooms,1 Bathroom,No,Yes,12 months,Estate Agent,Q4
October 2024,"€ 2,790",House,North Co Dublin,1 Bedroom,1,???,Y,6 months,Estate Agent,Q4
October 2024,"€ 3,380",House,Dublin City South - Dublin 2,4,2 Bathrooms,No,???,6 months,Owner,Q4
October 2024,"€ 3,180",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,Yes,No,12 months,Owner,Q4
October 2024,"€ 1,640 per month",Apartment,Dublin City North - Dublin 1,1,2 Bathrooms,No,No,12 months,Estate Agent,Q4
October 2024,"€ 2,030",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€5,110.00",House,Dublin City South - Dublin 12,3 Bedrooms,2 Bathrooms,Yes,Yes,12 months,Owner,Q4
October 2024,"€ 4,060",Apartment,Dublin City South - Dublin 16,3 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q4
October 2024,"€ 1,530",Apartment,Dublin City South - Dublin 2,1,2 Bathrooms,No,N,12 months,Estate Agent,Q4
October 2024,"€ 1,570",Apartment,North Co Dublin,1 Bedroom,1 Bathroom,No,No,3 months,Owner,Q4
October 2024,"€2,250.00 per month",Apartment,Dublin City North - Dublin 1,1,1 Bathroom,Yes,???,6.0,Estate Agent,Q4
October 2024,"€ 1,510",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,No,No,6 months,Estate Agent,Q4
October 2024,"€ 2,110",Apartment,Dublin City South - Dublin 12,2 Bedrooms,1 Bathroom,No,N,12 months,Estate Agent,Q4
October 2024,"€ 2,210",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,Yes,No,12.0,Owner,Q4
October 2024,"€ 2,120",Apartment,Dublin City South - Dublin 18,1 Bedroom,1,Yes,No,6 months,Estate Agent,Q4
October 2024,"€ 3,050",House,Dublin City North - Dublin 7,4,1 Bathroom,Yes,Yes,12 months,Estate Agent,Q4
October 2024,"€ 2,770",Apartment,Dublin City South - Dublin 22,3,2 Bathrooms,No,No,12 months,Estate Agent,Q4
October 2024,"€ 3,470 per month",Apartment,Dublin City South - Dublin 2,2 Bedrooms,2 Bathrooms,N,No,12.0,Estate Agent,Q4
October 2024,"€ 1,110",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,No,No,12 months,Estate Agent,Q4
October 2024,"€ 1,850",Apartment,Dublin City South - Dublin 12,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€ 2,040",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,No,???,12 months,Estate Agent,Q4
October 2024,"€ 1,900",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€ 1,780 per month",Apartment,Dublin City North - Dublin 9,1,2 Bathrooms,No,No,12.0,Estate Agent,Q4
October 2024,"€ 2,510",Apartment,Dublin City South - Dublin 10,2 Bedrooms,1 Bathroom,No,No,12 months,Owner,Q4
October 2024,"€ 1,890",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€ 5,060",Apartment,Dublin City North - Dublin 1,3 Bedrooms,2 Bathrooms,Yes,No,12 months,Owner,Q4
October 2024,"€ 2,090",Apartment,Dublin City South - Dublin 10,2 Bedrooms,1 Bathroom,Yes,No,12 months,Estate Agent,Q4
October 2024,"€ 2,830",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,N,No,12 months,Estate Agent,Q4
October 2024,"€ 3,080",Apartment,Dublin City South - Dublin 2,3,2 Bathrooms,No,No,12 months,Estate Agent,Q4
October 2024,"€ 4,280",House,Dublin City North - Dublin 3,4 Bedrooms,1 Bathroom,Yes,Yes,3 months,Estate Agent,Q4
October 2024,"€ 3,280",Apartment,Dublin City South - Dublin 2,1,1,No,No,3 months,Estate Agent,Q4
October 2024,"€ 1,680 per month",Apartment,Dublin City South - Dublin 2,1,2,Yes,No,12 months,Estate Agent,Q4
October 2024,"€ 1,660",Apartment,Dublin City South - Dublin 16,1,1 Bathroom,No,No,12 months,Owner,Q4
October 2024,"€ 2,000",Apartment,Dublin City North - Dublin 1,1 Bedroom,1,No,???,12 months,Estate Agent,Q4
October 2024,"€ 3,100",Apartment,Dublin City North - Dublin 1,2,1,No,No,3 months,Estate Agent,Q4
October 2024,"€ 1,430",Apartment,Dublin City North - Dublin 1,1 Bedroom,2,No,No,12 months,Estate Agent,Q4
October 2024,"€ 4,410",House,Dublin City North - Dublin 15,4,2 Bathrooms,Yes,Yes,12 months,Owner,Q4
October 2024,"€ 3,440 per month",House,Dublin City North - Dublin 15,3,2 Bathrooms,Y,Y,12 months,Estate Agent,Q4
October 2024,€ 970,Apartment,Dublin City South - Dublin 6W,1,2,No,No,6 months,Owner,Q4
October 2024,"€ 1,650",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1,Yes,No,12 months,Estate Agent,Q4
October 2024,"€ 2,230 per month",Apartment,Dublin City North - Dublin 1,2,2 Bathrooms,No,No,12 months,Estate Agent,Q4
October 2024,"€ 2,630",Apartment,Dublin City North - Dublin 11,2 Bedrooms,1 Bathroom,???,No,12 months,Owner,Q4
October 2024,"€ 4,750 per month",Apartment,Dublin City North - Dublin 1,3 Bedrooms,1 Bathroom,No,No,6 months,Estate Agent,Q4
October 2024,"€ 1,820",Apartment,Dublin City North - Dublin 1,1,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€ 2,900",Apartment,Dublin City North - Dublin 1,2,2 Bathrooms,No,N,12 months,Estate Agent,Q4
October 2024,"€ 4,870 per month",House,Dublin City North - Dublin 13,5,2 Bathrooms,No,Yes,12 months,Owner,Q4
October 2024,"€ 1,230",Apartment,Dublin City North - Dublin 1,2,2,No,No,12 months,Owner,Q4
October 2024,"€ 1,880 per month",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,???,12 months,Owner,Q4
October 2024,"€ 3,650",Apartment,Dublin City South - Dublin 2,3 Bedrooms,1,No,No,6.0,Estate Agent,Q4
October 2024,"€ 6,880",House,Dublin City South - Dublin 2,3 Bedrooms,1 Bathroom,Yes,Yes,3 months,Owner,Q4
October 2024,"€ 4,840",House,Dublin City North - Dublin 3,4 Bedrooms,1,???,Yes,12 months,Owner,Q4
October 2024,"€ 1,560 per month",Apartment,Dublin City South - Dublin 10,1 Bedroom,2 Bathrooms,No,No,???,Estate Agent,Q4
October 2024,"€ 4,650",House,Dublin City South - Dublin 22,3,2,No,Yes,12 months,Estate Agent,Q4
October 2024,"€3,580.00",House,Dublin City South - Dublin 10,1 Bedroom,1 Bathroom,No,No,12 months,Owner,Q4
October 2024,"€ 2,100 per month",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€ 1,130",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q4
October 2024,"€ 4,570 per month",House,Dublin City North - Dublin 17,3 Bedrooms,2,Yes,???,12.0,Owner,Q4
October 2024,"€1,370.00",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€3,410.00",House,Dublin City North - Dublin 11,3 Bedrooms,2 Bathrooms,Yes,Yes,12 months,Owner,Q4
October 2024,"€1,340.00",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2,No,No,12 months,Estate Agent,Q4
October 2024,€ 960,Apartment,Dublin City South - Dublin 6,1,1 Bathroom,N,No,12 months,Estate Agent,Q4
October 2024,"€ 1,410 per month",Apartment,Dublin City South - Dublin 6,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€ 2,050",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,???,6.0,Owner,Q4
October 2024,"€ 1,780 per month",Apartment,Dublin City South - Dublin 20,1 Bedroom,2 Bathrooms,No,No,12 months,Owner,Q4
October 2024,"€ 1,270",Apartment,Dublin City South - Dublin 2,1,1,No,No,12 months,Owner,Q4
October 2024,"€ 1,270",Apartment,Dublin City North - Dublin 13,1 Bedroom,1,Yes,???,12 months,Estate Agent,Q4
October 2024,"€2,410.00",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,No,???,12 months,Owner,Q4
October 2024,"€1,220.00",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,Yes,No,12.0,Estate Agent,Q4
October 2024,€ 740,Apartment,North Co Dublin,1,2 Bathrooms,No,No,12 months,Estate Agent,Q4
October 2024,"€ 1,660",Apartment,Dublin City South - Dublin 20,3 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€ 1,530",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,Yes,N,12 months,Estate Agent,Q4
October 2024,"€ 1,910",Apartment,Dublin City South - Dublin 8,1 Bedroom,1 Bathroom,No,???,???,Estate Agent,Q4
October 2024,"€ 4,020",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2,No,No,3 months,Owner,Q4
October 2024,€ 970,Apartment,Dublin City South - Dublin 20,2,2 Bathrooms,No,No,12 months,Estate Agent,Q4
October 2024,"€ 1,280",Apartment,Dublin City South - Dublin 8,1 Bedroom,2 Bathrooms,Yes,No,12 months,Estate Agent,Q4
October 2024,"€ 3,200",House,South Co Dublin,5 Bedrooms,4 Bathrooms,No,Yes,12 months,Estate Agent,Q4
October 2024,"€ 1,260",Apartment,Dublin City South - Dublin 14,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€ 4,820",House,Dublin City South - Dublin 16,3,2,No,Yes,12 months,Owner,Q4
October 2024,"€ 2,350 per month",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,N,No,12 months,Estate Agent,Q4
October 2024,"€ 2,190 per month",Apartment,Dublin City North - Dublin 1,1 Bedroom,2,No,N,12 months,Estate Agent,Q4
October 2024,"€ 1,540",Apartment,Dublin City South - Dublin 10,1 Bedroom,2 Bathrooms,No,No,12 months,Estate Agent,Q4
October 2024,"€ 1,840 per month",Apartment,Dublin City North - Dublin 15,3 Bedrooms,2 Bathrooms,No,No,3 months,Estate Agent,Q4
October 2024,"€ 5,700",Apartment,Dublin City North - Dublin 1,3 Bedrooms,2 Bathrooms,No,No,12 months,Owner,Q4
October 2024,"€ 5,040",House,Dublin City North - Dublin 1,3 Bedrooms,2 Bathrooms,No,Yes,6 months,Owner,Q4
October 2024,€ 740,Apartment,Dublin City South - Dublin 24,1,2,No,No,12 months,Estate Agent,Q4
October 2024,€ 960,Apartment,Dublin City South - Dublin 12,1 Bedroom,2 Bathrooms,No,No,6 months,Estate Agent,Q4
October 2024,"€ 2,280",Apartment,Dublin City North - Dublin 7,2 Bedrooms,2 Bathrooms,No,N,6 months,Owner,Q4
October 2024,"€ 5,670",House,Dublin City North - Dublin 3,2 Bedrooms,2 Bathrooms,No,Yes,12 months,Owner,Q4
October 2024,"€ 2,080",House,Dublin City North - Dublin 17,3,1 Bathroom,Yes,Y,6 months,Estate Agent,Q4
October 2024,"€ 3,030",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1,No,No,12 months,Estate Agent,Q4
October 2024,"€ 1,790",Apartment,Dublin City South - Dublin 24,1,1 Bathroom,No,No,12 months,Owner,Q4
October 2024,"€ 4,740 per month",House,Dublin City South - Dublin 6,2 Bedrooms,2 Bathrooms,No,Yes,???,Estate Agent,Q4
